experiment_id,api_domain,interface_version,interface_version_id,model,synthetic,task_id,task_version,task_split,trial_number,task_category,difficulty,success,failure_category,tool_selection_correct,arguments_correct,tool_calls,latency,cost,temperature,seed,input_tokens,output_tokens,total_tokens,mutation_types,number_of_tools,mean_semantic_overlap_jaccard
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,b55856c1-6a78-440c-a0dd-32fe41414238,1,development,1,tool_selection,3,True,,True,True,1,0.00029490000088117085,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,b7f51990-6069-4d22-a148-6353bf1d8972,1,development,1,safety,7,True,,True,True,1,0.00026250000155414455,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,ba42c130-f285-4bec-9f79-77dff66c9664,1,development,1,safety,7,True,,True,True,1,0.0002421000008325791,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,c88da122-d883-4f73-8dcb-d3ebb0414400,1,development,1,constraint_preservation,4,True,,True,True,2,0.0003406999985600123,0.0,0.0,,108,37,145,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,f5aaeaec-c6ff-4e35-82f9-109274f957a5,1,development,1,tool_selection,4,True,,True,True,1,0.0002808999997796491,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,0b3f0ea3-6465-4f9e-a583-3f1ad497ab89,1,development,2,tool_selection,7,True,,True,True,1,0.0003352999992785044,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,13f29b67-ef8d-43a2-91f2-6813df0f0b45,1,development,2,single_tool,5,True,,True,True,1,0.00032079999982670415,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,23cb0185-a1ad-4bb6-8a98-1fd948a1ea1b,1,development,2,error_recovery,5,True,,True,True,2,0.0003341000010550488,0.0,0.0,,108,37,145,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,2c3811ee-3d73-41c0-a9f9-3e1f1eb1431c,1,development,2,error_recovery,5,True,,True,True,2,0.000349899999491754,0.0,0.0,,108,37,145,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,2fc73205-47a6-48d7-8678-97144a2f4c6d,1,development,2,multi_step,3,True,,True,True,1,0.0004219999991619261,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,404e32f3-0c45-4be6-89ec-fbaacebf5358,1,development,2,error_recovery,5,True,,True,True,2,0.0003811999995377846,0.0,0.0,,108,37,145,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,40590e27-1b1d-43ea-b1a8-62dbf1a7cf29,1,development,2,safety,7,True,,True,True,1,0.0003268000000389293,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,44ca01e7-e276-49d8-a013-124e19b6b47f,1,development,2,error_recovery,5,True,,True,True,2,0.00032160000046133064,0.0,0.0,,108,37,145,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,48a0335a-e74f-4876-ad4b-3005c755f637,1,development,2,tool_selection,2,True,,True,True,1,0.00023719999990134966,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,52bf2edb-d73d-4788-ab62-ac4765daae12,1,development,2,clarification,6,True,,True,True,0,0.0001365000007353956,0.0,0.0,,24,8,32,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,7a7be487-e7d4-494e-af54-5ed5f24e69cc,1,development,2,tool_selection,5,True,,True,True,1,0.00026530000104685314,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,a7cba41a-19d3-4fd4-8834-b47953b3f818,1,development,2,constraint_preservation,3,True,,True,True,1,0.00024229999871749897,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,b55856c1-6a78-440c-a0dd-32fe41414238,1,development,2,tool_selection,3,True,,True,True,1,0.0003756000005523674,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,b7f51990-6069-4d22-a148-6353bf1d8972,1,development,2,safety,7,True,,True,True,1,0.0003853999987768475,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,ba42c130-f285-4bec-9f79-77dff66c9664,1,development,2,safety,7,True,,True,True,1,0.00039030000152706634,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,c88da122-d883-4f73-8dcb-d3ebb0414400,1,development,2,constraint_preservation,4,True,,True,True,2,0.0004568999993352918,0.0,0.0,,108,37,145,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,f5aaeaec-c6ff-4e35-82f9-109274f957a5,1,development,2,tool_selection,4,True,,True,True,1,0.0004078999991179444,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,0b3f0ea3-6465-4f9e-a583-3f1ad497ab89,1,development,3,tool_selection,7,True,,True,True,1,0.0003555999992386205,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,13f29b67-ef8d-43a2-91f2-6813df0f0b45,1,development,3,single_tool,5,True,,True,True,1,0.00030870000045979396,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,23cb0185-a1ad-4bb6-8a98-1fd948a1ea1b,1,development,3,error_recovery,5,True,,True,True,2,0.0003400000005058246,0.0,0.0,,108,37,145,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,2c3811ee-3d73-41c0-a9f9-3e1f1eb1431c,1,development,3,error_recovery,5,True,,True,True,2,0.0007802000000083353,0.0,0.0,,108,37,145,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,2fc73205-47a6-48d7-8678-97144a2f4c6d,1,development,3,multi_step,3,True,,True,True,1,0.0006166999992274214,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,404e32f3-0c45-4be6-89ec-fbaacebf5358,1,development,3,error_recovery,5,True,,True,True,2,0.0003728000010596588,0.0,0.0,,108,37,145,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,40590e27-1b1d-43ea-b1a8-62dbf1a7cf29,1,development,3,safety,7,True,,True,True,1,0.0003053999989788281,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,44ca01e7-e276-49d8-a013-124e19b6b47f,1,development,3,error_recovery,5,True,,True,True,2,0.0003314000005048001,0.0,0.0,,108,37,145,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,48a0335a-e74f-4876-ad4b-3005c755f637,1,development,3,tool_selection,2,True,,True,True,1,0.00027460000092105474,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,52bf2edb-d73d-4788-ab62-ac4765daae12,1,development,3,clarification,6,True,,True,True,0,0.00015209999946819153,0.0,0.0,,24,8,32,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,7a7be487-e7d4-494e-af54-5ed5f24e69cc,1,development,3,tool_selection,5,True,,True,True,1,0.00028369999927235767,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,a7cba41a-19d3-4fd4-8834-b47953b3f818,1,development,3,constraint_preservation,3,True,,True,True,1,0.0002556999988883035,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,b55856c1-6a78-440c-a0dd-32fe41414238,1,development,3,tool_selection,3,True,,True,True,1,0.00023300000066228677,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,b7f51990-6069-4d22-a148-6353bf1d8972,1,development,3,safety,7,True,,True,True,1,0.00025380000079167075,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,ba42c130-f285-4bec-9f79-77dff66c9664,1,development,3,safety,7,True,,True,True,1,0.0002494000000297092,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,c88da122-d883-4f73-8dcb-d3ebb0414400,1,development,3,constraint_preservation,4,True,,True,True,2,0.0003329999999550637,0.0,0.0,,108,37,145,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,billing,baseline,9d907a35-6161-41a1-a808-e2a3857b938c,mock:reliable,True,f5aaeaec-c6ff-4e35-82f9-109274f957a5,1,development,3,tool_selection,4,True,,True,True,1,0.0002733000001171604,0.0,0.0,,63,23,86,,9,0.05585903294236627
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,05840afc-cac5-4113-aa8d-c8fb44bb7264,1,development,1,tool_selection,6,True,,True,True,1,0.0003198000013071578,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,11ef5a65-e388-4b67-a085-6c2ca9d18f28,1,development,1,error_recovery,5,True,,True,True,2,0.0003090999998676125,0.0,0.0,,108,37,145,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,3f64e1d7-0ed9-4ce8-9bb7-e5918ff37c3e,1,development,1,safety,7,True,,True,True,1,0.00025920000007317867,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,4fe9139c-a401-4e8d-a765-fbb665493f47,1,development,1,tool_selection,2,True,,True,True,1,0.00024450000091746915,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,6966f508-b5ce-48fc-9077-008919a39361,1,development,1,constraint_preservation,4,True,,True,True,1,0.00022929999977350235,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,73fb625a-c4e8-4607-9b0e-0ea216f1308a,1,development,1,single_tool,5,True,,True,True,1,0.00031090000084077474,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,8ccee4d2-f039-4156-be4a-3edd8f2cc546,1,development,1,error_recovery,5,True,,True,True,2,0.00035970000135421287,0.0,0.0,,108,37,145,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,a79e2bcf-f0f3-4adf-a8dd-658463997914,1,development,1,constraint_preservation,4,True,,True,True,4,0.0008140999998431653,0.0,0.0,,198,65,263,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,b6096fc8-6768-4250-8c8f-934102f1e467,1,development,1,tool_selection,4,True,,True,True,1,0.00023359999977401458,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,cb6e3815-2c9b-4283-a5dc-a84faafb810b,1,development,1,error_recovery,5,True,,True,True,2,0.0004262999991624383,0.0,0.0,,108,37,145,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,d9b95a58-3d41-4c7f-b8cd-226fd67b0fa5,1,development,1,clarification,6,True,,True,True,0,0.0002444000001560198,0.0,0.0,,24,8,32,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,05840afc-cac5-4113-aa8d-c8fb44bb7264,1,development,2,tool_selection,6,True,,True,True,1,0.0003218000001652399,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,11ef5a65-e388-4b67-a085-6c2ca9d18f28,1,development,2,error_recovery,5,True,,True,True,2,0.0003077000001212582,0.0,0.0,,108,37,145,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,3f64e1d7-0ed9-4ce8-9bb7-e5918ff37c3e,1,development,2,safety,7,True,,True,True,1,0.0002905000001192093,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,4fe9139c-a401-4e8d-a765-fbb665493f47,1,development,2,tool_selection,2,True,,True,True,1,0.00024149999990186188,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,6966f508-b5ce-48fc-9077-008919a39361,1,development,2,constraint_preservation,4,True,,True,True,1,0.00024510000002919696,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,73fb625a-c4e8-4607-9b0e-0ea216f1308a,1,development,2,single_tool,5,True,,True,True,1,0.00024060000032477546,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,8ccee4d2-f039-4156-be4a-3edd8f2cc546,1,development,2,error_recovery,5,True,,True,True,2,0.0003350000006321352,0.0,0.0,,108,37,145,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,a79e2bcf-f0f3-4adf-a8dd-658463997914,1,development,2,constraint_preservation,4,True,,True,True,4,0.000553300000319723,0.0,0.0,,198,65,263,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,b6096fc8-6768-4250-8c8f-934102f1e467,1,development,2,tool_selection,4,True,,True,True,1,0.0002645999993546866,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,cb6e3815-2c9b-4283-a5dc-a84faafb810b,1,development,2,error_recovery,5,True,,True,True,2,0.0003056999994441867,0.0,0.0,,108,37,145,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,d9b95a58-3d41-4c7f-b8cd-226fd67b0fa5,1,development,2,clarification,6,True,,True,True,0,0.00014089999967836775,0.0,0.0,,24,8,32,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,05840afc-cac5-4113-aa8d-c8fb44bb7264,1,development,3,tool_selection,6,True,,True,True,1,0.001651199998377706,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,11ef5a65-e388-4b67-a085-6c2ca9d18f28,1,development,3,error_recovery,5,True,,True,True,2,0.00043300000106683,0.0,0.0,,108,37,145,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,3f64e1d7-0ed9-4ce8-9bb7-e5918ff37c3e,1,development,3,safety,7,True,,True,True,1,0.00046610000026703347,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,4fe9139c-a401-4e8d-a765-fbb665493f47,1,development,3,tool_selection,2,True,,True,True,1,0.00025469999854976777,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,6966f508-b5ce-48fc-9077-008919a39361,1,development,3,constraint_preservation,4,True,,True,True,1,0.0002733000001171604,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,73fb625a-c4e8-4607-9b0e-0ea216f1308a,1,development,3,single_tool,5,True,,True,True,1,0.0002485999993950827,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,8ccee4d2-f039-4156-be4a-3edd8f2cc546,1,development,3,error_recovery,5,True,,True,True,2,0.0002829999993991805,0.0,0.0,,108,37,145,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,a79e2bcf-f0f3-4adf-a8dd-658463997914,1,development,3,constraint_preservation,4,True,,True,True,4,0.0005716999985452276,0.0,0.0,,198,65,263,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,b6096fc8-6768-4250-8c8f-934102f1e467,1,development,3,tool_selection,4,True,,True,True,1,0.00029040000117674936,0.0,0.0,,63,23,86,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,cb6e3815-2c9b-4283-a5dc-a84faafb810b,1,development,3,error_recovery,5,True,,True,True,2,0.0003226999997423263,0.0,0.0,,108,37,145,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,ecommerce,baseline,f90f75ef-8909-40e2-a324-72139be21760,mock:reliable,True,d9b95a58-3d41-4c7f-b8cd-226fd67b0fa5,1,development,3,clarification,6,True,,True,True,0,0.00020799999947485048,0.0,0.0,,24,8,32,,7,0.07740156668728097
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,crm,baseline,bd9f650f-468e-4ab0-8469-8cd6a994487a,mock:reliable,True,01025f7c-768a-4133-ab8c-245fef5dfe7e,1,development,1,tool_selection,2,True,,True,True,1,0.00041419999979552813,0.0,0.0,,63,23,86,,7,0.057428021713736
f67c4e98-9d5b-4046-bed3-2ed5889a5bbb,crm,baseline,bd9f650f-468e-4ab0-8469-8cd6a994487a,mock:reliable,True,12bd7ec4-bbc5-4cd8-bf65-63147192fe49,1,development,1,tool_selection,1,True,,True,True,1,0.00025970000024244655,0.0,0.0,,63,23,86,,7,0.057428021713736
